"","X.1","X","fips","area_name","state_abbreviation","pop_2014","pop_2010_april","pop_change_2010.2014","pop_2010","under_5","under_18","over_65","female","white_alone","black_alone","native_american_alone","asian_alone","pacific_islander_alone","X2_or_more_races","hispanic.latino","white_alone_no.latino","living_in_same_house_1_yr_.","foreign_born","non.english_home.language","high_school.min_edu","bachelor_dgr.min_edu","veterans","travel_time_to_work","housing_units","homeOwnership","median_units_per_housing","median_housing_value","households","persons_per_household","per_capita_income","median_household_income","below_poverty_level","non.farm_establishments","non.farm_employment_2014","non.farm_employment_change_2012.2013","nonEmployer_establishments","total_num_firms","black_owned_firms","native_owned_firms","asian_owned_firms","pacific_islander_owned_firms","hispanic_owned_firms","women_owned_firms","manufacturers_shipments","merchant_wholesaler_sales","retail_sales","retail_sales_per.capita","accommodation.food.service_sales","building_permits","land_area","pop_density","total_religious_adherence","evangelical_adherence","black_protestant_adherence","mainline_protestant_adherence","catholic_adherence","FIPS","county","total_2008","dem_2008","gop_2008","oth_2008","total_2012","dem_2012","gop_2012","oth_2012","total_2016","dem_2016","gop_2016","oth_2016","dem_2008_pct","dem_2012_pct","dem_2016_pct","gop_2008_pct","gop_2012_pct","gop_2016_pct","dem_gop_2008_spread_pct","dem_gop_2012_spread_pct","dem_gop_2016_spread_pct","dem_gop_spread_2008_2012_change","dem_gop_spread_2012_2016_change","dem_gop_spread_2008_2016_change","dummy"
"38",38,38,1071,"Jackson County","AL",52665,53226,-1.1,53227,5.4,21.7,18.6,50.7,91.5,3.6,1.6,0.5,0.1,2.6,2.9,89.4,91.2,2.2,3.4,74.6,13,4000,26.4,24755,75.2,6.9,93400,20765,2.53,20486,37634,16,856,12440,4.2,3098,4337,0,4.3,0,0,0,26.8,1525396,0,410988,7784,39315,39,1077.87,49.4,543.37,453.0788889,15.88,39.75,28.46,1071,"Jackson County",20874,6374,14083,417,20555,5817,14422,316,20785,3663,16643,479,0.305355945194979,0.282996837752372,0.176232860235747,0.674667049918559,0.70162977377767,0.80072167428434,-0.36931110472358,-0.418632936025298,-0.624488814048593,-0.0493218313017184,-0.205855878023295,-0.255177709325013,1
"39",39,39,1073,"Jefferson County","AL",660793,658350,0.4,658466,6.6,23.1,14.3,52.8,54,42.9,0.3,1.6,0.1,1.1,3.8,50.8,83.8,4.1,5.9,87.4,30,46613,23.4,305040,64.7,24.2,140800,259634,2.48,26906,45429,18,16232,319199,2,44987,55470,23.4,0.4,2.4,0,1.3,29.8,10260950,13756797,11066328,16730,1268154,2280,1111.28,592.5,838.7,469.25,161.9688889,101.81,83.65,1073,"Jefferson County",318524,166121,149921,2482,303424,159658,141413,2353,290111,151581,130614,7916,0.521533699187502,0.526187776840329,0.522493114704372,0.470674109329281,0.466057398228222,0.450220777564449,0.050859589858221,0.0601303786121071,0.0722723371399223,0.00927078875388609,0.0121419585278152,0.0214127472817013,0
"40",40,40,1075,"Lamar County","AL",14086,14564,-3.3,14564,5,21.7,20.5,51.2,87.1,11.3,0.2,0.1,0,1.4,1.4,85.8,87.8,0.6,1,76.1,9.5,1127,25.7,7326,71.5,9,66800,6084,2.32,19026,36028,22.3,241,2943,4.6,932,1340,0,0,0,0,0,25.8,234908,0,70780,4887,6008,0,604.85,24.1,758.1688889,611.23,74.5,72.43888889,0,1075,"Lamar County",7075,1614,5419,42,7159,1643,5453,63,6931,1035,5819,77,0.228127208480565,0.229501327000978,0.149329101139807,0.765936395759717,0.761698561251571,0.839561390852691,-0.537809187279152,-0.532197234250594,-0.690232289712884,0.00561195302855833,-0.15803505546229,-0.152423102433732,1
"41",41,41,1077,"Lauderdale County","AL",93096,92709,0.4,92709,5.2,20.5,18.2,52.1,86.7,10.4,0.5,0.9,0.1,1.5,2.4,84.7,86.1,2.1,3,83.8,21.1,7000,24.5,44353,69.9,15.4,114300,38458,2.36,23510,42844,17.2,1967,25839,3.4,6576,8317,5.5,0,0.8,0,0,27.6,1083658,514555,1131585,12783,136587,54,667.7,138.8,583.1488889,441.8388889,25.3,87.14,21.01,1077,"Lauderdale County",38104,13329,24068,707,36908,12504,23902,502,38813,9877,27735,1201,0.349805794667227,0.338788338571583,0.254476592894133,0.631639722863741,0.647610274195296,0.71458016643908,-0.281833928196515,-0.308821935623713,-0.460103573544946,-0.0269880074271981,-0.151281637921233,-0.178269645348431,1
"42",42,42,1079,"Lawrence County","AL",33477,34339,-2.5,34339,5.3,21.7,16.8,51.3,78.1,11.4,5.8,0.2,0,4.4,2.2,76.4,90.5,1,1.9,77.1,11.9,1891,27.8,15171,80.1,5.9,94200,13382,2.52,20181,38551,17.5,407,4232,-6.3,1990,2289,0,0,0,0,1.1,0,0,23787,166958,4889,22719,0,690.68,49.7,521.83,457.5288889,27.48888889,34.21888889,2.528888889,1079,"Lawrence County",14680,5164,9277,239,14079,5055,8855,169,14623,3611,10732,280,0.351771117166213,0.359045386746218,0.246939752444779,0.631948228882834,0.628950919809646,0.733912329891267,-0.280177111716621,-0.269905533063428,-0.486972577446488,0.0102715786531934,-0.217067044383061,-0.206795465729867,0
"43",43,43,1081,"Lee County","AL",154255,140296,9.9,140247,5.8,21.6,10.3,50.7,70.9,23.7,0.4,3.3,0.1,1.5,3.9,67.7,76.4,5.1,6.9,86.7,32.5,10045,21.4,65566,61.7,23.8,146900,55864,2.49,23506,43542,22,2500,38782,3.4,9361,10319,16.2,0,2,0.4,0,28.2,0,0,1451634,11099,201205,943,607.54,230.8,406.3988889,214.55,52.53888889,108.7388889,20.48,1081,"Lee County",54325,21498,32230,597,54115,21274,32062,779,57668,20987,34321,2360,0.395729406350667,0.393125750716068,0.363928001664701,0.5932811780948,0.592478979950106,0.595148089061525,-0.197551771744133,-0.199353229234039,-0.231220087396823,-0.00180145748990601,-0.0318668581627846,-0.0336683156526906,0
"44",44,44,1083,"Limestone County","AL",90787,82782,9.7,82782,5.9,23.4,13.8,49.7,82,13.5,0.8,1.4,0.2,2.1,5.8,77.2,88.1,4.3,6.4,81.5,22.7,6964,26.3,35445,76.6,8.9,134500,31794,2.56,25020,48619,14.7,1308,15305,1.3,5417,5914,4.8,1.1,0.8,0,1.3,25.8,947299,248292,723200,9785,68140,140,559.94,147.8,519.6488889,405.67,10.46,59.17888889,29.73888889,1083,"Limestone County",33551,9536,23598,417,35406,9809,25263,334,39400,9340,28824,1236,0.284224017167894,0.277043438965147,0.237055837563452,0.703347143155197,0.713523131672598,0.731573604060914,-0.419123125987303,-0.436479692707451,-0.494517766497462,-0.0173565667201478,-0.0580380737900112,-0.075394640510159,1
"45",45,45,1085,"Lowndes County","AL",10580,11299,-6.4,11299,6.7,23.1,17.4,52.3,25.8,72.9,0.3,0.2,0,0.8,1.2,25.3,90.4,0.2,0.7,73.9,14.4,626,30.4,5089,74.9,9.5,71400,4212,2.61,18368,26230,26.7,98,1835,-1.3,685,682,57.3,0,0,0,0,35.2,1156888,0,103636,8184,595,5,715.91,15.8,550.23,215.86,200.46,133.8188889,0,1085,"Lowndes County",7278,5449,1809,20,7519,5747,1754,18,6676,4882,1751,43,0.74869469634515,0.764330363080197,0.731276213301378,0.248557295960429,0.233275701556058,0.262282804074296,0.500137400384721,0.531054661524139,0.468993409227082,0.030917261139418,-0.0620612522970569,-0.0311439911576389,0
"46",46,46,1087,"Macon County","AL",19425,21450,-9.4,21452,4.7,18.3,16.8,54.2,16.7,81.5,0.2,0.3,0,1.4,1.5,16.2,83.8,1.1,4.2,80,19.6,1662,23.1,10217,65.7,15.5,75700,8107,2.29,16826,30724,27.3,217,5381,3.2,1166,1584,66.7,0,0,0,0,0,0,0,87509,3932,19354,1,608.89,35.2,446.72,125.6288889,230.5088889,54.25888889,4.66,1087,"Macon County",10877,9450,1396,31,10385,9045,1322,18,8748,7237,1394,117,0.868805736875977,0.870967741935484,0.827274805669867,0.12834421255861,0.127298988926336,0.159350708733425,0.740461524317367,0.743668753009148,0.667924096936443,0.00320722869178092,-0.0757446560727052,-0.0725374273809243,0
"47",47,47,1089,"Madison County","AL",350299,334811,4.6,334811,5.8,22.4,13.7,51.2,69.4,24.6,0.8,2.6,0.1,2.5,4.7,65.5,84.7,5.4,7.1,90,38.5,34203,21,154452,69.3,21.4,164500,132975,2.5,31933,58434,12.8,8095,153304,0.8,22681,26467,12.3,1.4,3.5,0,1.3,29.2,8650700,2970410,4438653,14145,596324,2677,801.59,417.7,504.25,315.11,20.03888889,106.1288889,42.28,1089,"Madison County",152899,64117,86965,1817,154632,61802,90679,2151,159473,62435,89199,7839,0.419342180131983,0.399671478089917,0.391508280398563,0.56877415810437,0.586418076465415,0.559336063158027,-0.149431977972387,-0.186746598375498,-0.167827782759464,-0.0373146204031109,0.018918815616034,-0.0183958047870769,0
"48",48,48,1091,"Marengo County","AL",20110,21029,-4.4,21027,6,23,18.6,53.2,47.4,51,0.3,0.3,0.2,0.8,2.4,45.6,87.4,0.7,1.2,83.7,17.4,1462,22.4,10207,71.3,9.1,89600,8464,2.42,22072,35079,24,478,5876,1.8,1019,1604,0,0,0,0,0,21.4,542135,64589,197221,9274,16684,0,976.88,21.5,772.5288889,507.49,145.3788889,90.65,18.35888889,1091,"Marengo County",11471,5926,5516,29,11509,6154,5321,34,10948,5607,5224,117,0.516607096155523,0.534711964549483,0.512148337595908,0.480864789469096,0.462333825701625,0.47716477895506,0.0357423066864266,0.0723781388478582,0.0349835586408477,0.0366358321614316,-0.0373945802070105,-0.000758748045578905,0
"49",49,49,1093,"Marion County","AL",30271,30777,-1.6,30776,5.4,21.2,20.1,50.4,93.9,4.2,0.3,0.3,0.1,1.2,2.5,91.7,86.6,1,2.5,74.6,9.5,2287,24,14704,75.9,9.6,78700,12700,2.34,19576,32888,20.9,547,8006,5,1828,2224,0,0,0,0,0,0,794483,162519,209924,7116,19081,0,742.29,41.5,611.7788889,529.8888889,11.89,47.43888889,15.4,1093,"Marion County",12355,2600,9536,219,12104,2249,9696,159,12912,1432,11273,207,0.210441116956698,0.185806345009914,0.11090458488228,0.771833265884257,0.801057501652346,0.873063816604709,-0.56139214892756,-0.615251156642432,-0.762159231722429,-0.0538590077148725,-0.146908075079996,-0.200767082794869,1
"50",50,50,1095,"Marshall County","AL",94636,93019,1.7,93019,6.6,24.5,16.3,50.9,93.7,2.7,1.1,0.7,0.3,1.6,12.9,82.3,86.1,8,11.5,76.2,15.2,7192,23.9,40328,71.9,9.5,114000,34250,2.7,20382,39526,19.5,1795,30306,0.1,6781,8700,0,0,0.9,0,1,24.9,3029491,1138701,1357696,15434,103539,28,565.84,164.4,655.1588889,469.87,4,84.57888889,90.10888889,1095,"Marshall County",33166,7038,25727,401,32455,6271,25785,399,34965,4913,29217,835,0.212205270457698,0.193221383454013,0.140511940511941,0.775704034251945,0.794484671083038,0.835607035607036,-0.563498763794247,-0.601263287629025,-0.695095095095095,-0.0377645238347778,-0.0938318074660702,-0.131596331300848,1
"51",51,51,1097,"Mobile County","AL",415123,413143,0.5,412992,6.7,24,14.5,52.2,60.1,35.3,1,2,0.1,1.5,2.8,57.8,85.8,3.2,5,83.9,20.7,33586,23.9,181611,66.6,17.4,124300,155178,2.6,22501,43028,19.8,8567,147574,-0.4,29500,34836,18.8,0,2.4,0,1.2,29.5,12407151,3268730,5225494,12895,562436,746,1229.44,335.9,612.9188889,361.47,82.62888889,73.4,77.48888889,1097,"Mobile County",181424,82181,98049,1194,174189,78417,94566,1206,163387,68429,91087,3871,0.452977555339977,0.450183421456005,0.418815450433633,0.540441176470588,0.542893064430016,0.557492334151432,-0.0874636211306111,-0.092709642974011,-0.138676883717799,-0.0052460218433999,-0.0459672407437878,-0.0512132625871877,0
"52",52,52,1099,"Monroe County","AL",21947,23070,-4.9,23068,5.5,23.4,17.9,52.6,55.5,41.1,1.3,0.4,0,1.6,1.2,54.7,91.8,0.9,1.3,76.1,10.6,1237,23.3,11274,74,6.8,76900,8333,2.71,15749,29203,28.6,393,5029,-1.8,1265,2257,23.6,0,0,0,0,24.5,1251911,92815,212618,9342,14796,0,1025.68,22.5,648.47,372.68,198.46,59.68888889,4.338888889,1099,"Monroe County",11252,5025,6175,52,10680,4897,5730,53,10185,4310,5771,104,0.446587273373622,0.458520599250936,0.423171330387825,0.548791325986491,0.536516853932584,0.566617574864998,-0.102204052612869,-0.0779962546816479,-0.143446244477172,0.0242077979312209,-0.0654499897955244,-0.0412421918643035,0
"53",53,53,1101,"Montgomery County","AL",226189,229363,-1.4,229363,6.8,24,13.3,52.6,38.9,56.7,0.3,2.6,0.1,1.3,3.4,36.3,78.1,4.3,5.7,85.6,31.5,20008,19.3,103434,61.4,22.4,122900,88844,2.49,24975,44790,21.2,5533,101517,1.2,15129,21463,35.6,0.7,2.4,0,1.3,30.9,7956627,3275567,3238175,14351,402861,734,784.25,292.5,697.3888889,304.73,192.2188889,139.4388889,41.32888889,1101,"Montgomery County",104743,62166,42031,546,101781,62993,38283,505,94572,58669,33928,1975,0.59350982881911,0.618907261669663,0.620363321067546,0.401277412333044,0.376131105019601,0.3587531193165,0.192232416486066,0.242776156650062,0.261610201751047,0.0505437401639965,0.0188340451009845,0.069377785264981,0
"54",54,54,1103,"Morgan County","AL",119607,119486,0.1,119490,6,23.1,15.9,50.8,83.5,12.5,1.1,0.7,0.1,2,7.9,76.6,86.4,5.1,8,81.4,19.9,9518,23.7,51496,71.5,15.1,120500,46192,2.55,23764,44800,15.7,2589,42569,2,7506,10034,5.9,1.8,1,0,0,21.3,0,1213925,1637628,14222,154700,136,579.34,206.3,696.7888889,499.18,21.8,97.81,70.12888889,1103,"Morgan County",50542,13895,36014,633,49198,13401,35309,488,49991,11216,37392,1383,0.274919868624115,0.272389121509004,0.224360384869276,0.712555894107871,0.717691776088459,0.747974635434378,-0.437636025483756,-0.445302654579455,-0.523614250565102,-0.00766662909569843,-0.0783115959856472,-0.0859782250813456,1
"55",55,55,1105,"Perry County","AL",9826,10581,-7.1,10591,5.5,22.4,17.9,53.4,31.1,67.5,0.2,0.4,0.1,0.7,1.3,30.3,92.2,0.5,0.8,70.2,10.4,670,26.8,4691,67,11,58000,3400,2.84,13716,28209,25.6,125,1570,4,488,854,55.7,0,0,0,0,41.3,0,10360,34121,3181,2632,0,719.66,14.7,539.1388889,274.29,176,88.37888889,0,1105,"Perry County",6159,4457,1679,23,6065,4536,1504,25,5255,3823,1403,29,0.723656437733398,0.747897774113768,0.727497621313035,0.27260918980354,0.2479802143446,0.266983824928639,0.451047247929859,0.499917559769167,0.460513796384396,0.0488703118393087,-0.0394037633847716,0.00946654845453709,0
"56",56,56,1107,"Pickens County","AL",20365,19746,3.1,19746,5.2,20.5,17.8,50.6,58.1,40.2,0.2,0.3,0.4,0.9,4.1,54.7,91.9,0.3,2.6,79.7,11,1610,29.3,9441,72,10.7,81900,7926,2.42,17153,28741,27.2,266,2707,-1.2,1073,1268,0,0,0,0,0,10,107619,36581,113222,5805,6302,3,881.41,22.4,683.6788889,496.05,86.9,81.18,3.75,1107,"Pickens County",10067,4594,5434,39,9599,4448,5119,32,9494,3972,5454,68,0.456342505215059,0.463381602250234,0.41836949652412,0.53978345087911,0.533284717158037,0.574468085106383,-0.0834409456640509,-0.0699031149078029,-0.156098588582263,0.013537830756248,-0.0861954736744597,-0.0726576429182117,0
"57",57,57,1109,"Pike County","AL",33389,32899,1.5,32899,5.7,19.4,14.1,51.9,58.5,36.9,0.7,2.2,0.1,1.6,2.2,57.1,79.3,4,5.8,81,23,2516,18.7,15807,57.8,18.5,101000,12959,2.4,19715,33090,27.6,628,11009,1.4,1970,2527,0,0,0,0,0,0,0,0,367926,12189,45692,44,672.09,48.9,509.29,306.9388889,111.7088889,74.23,6.54,1109,"Pike County",13955,5879,8004,72,14057,6009,7939,109,13025,5039,7681,305,0.421282694374776,0.42747385644163,0.386871401151631,0.573557864564672,0.564771999715444,0.589712092130518,-0.152275170189896,-0.137298143273814,-0.202840690978887,0.0149770269160824,-0.065542547705073,-0.0505655207889906,0
"58",58,58,1111,"Randolph County","AL",22539,22914,-1.6,22913,5.7,22,19.6,51.4,77.6,20.2,0.5,0.3,0.1,1.4,2.9,75,87.9,1.7,3.4,72.6,11.1,1598,26.8,11928,72.3,5.7,88600,9013,2.48,19830,35213,24.5,340,3481,0,1388,1550,7.1,0,0,0,0,0,401677,26751,161410,7209,9241,0,580.55,39.5,573.21,395.1,85.23888889,86.32888889,6.5,1111,"Randolph County",10384,3064,7175,145,10391,3076,7219,96,10130,2290,7697,143,0.295069337442219,0.296025406601867,0.226061204343534,0.69096687211094,0.69473582908286,0.759822309970385,-0.395897534668721,-0.398710422480993,-0.533761105626851,-0.00281288781227207,-0.135050683145858,-0.13786357095813,0
"59",59,59,1113,"Russell County","AL",59608,52949,12.6,52947,7.6,25.3,12.5,51.3,53.1,42.9,0.6,0.8,0.2,2.4,5,49.5,81.7,2.2,5,80.4,16,5977,23.6,26787,61.3,19.8,104400,21142,2.6,19678,36143,22,783,10489,-1.9,3523,3823,33.9,0,0,0,1,32.4,0,0,428236,8526,56392,244,641.14,82.6,694.85,446.67,156.8188889,46.15888889,30.12,1113,"Russell County",18915,10085,8705,125,18871,10495,8276,100,19136,9577,9210,349,0.533174729051018,0.556144348471199,0.500470317725752,0.460216759185831,0.438556515288008,0.481291806020067,0.0729579698651864,0.117587833183191,0.0191785117056856,0.0446298633180048,-0.0984093214775056,-0.0537794581595008,0
"60",60,60,1115,"St. Clair County","AL",86697,83593,3.7,83593,6.1,23,15.3,50.1,87.9,9.5,0.4,0.8,0.1,1.3,2.3,85.9,86.8,1.8,2.5,82,15.5,6928,30,35844,81.5,5.1,134600,31353,2.63,23872,50786,15.2,1266,15265,1,5172,6061,2.4,1,1.4,0,0,28.1,985409,317458,581324,7404,70254,80,631.9,132.3,475.73,407.5188889,21.26888889,34.17,12.63,1115,"Saint Clair County",34088,6091,27649,348,35105,5790,29001,314,37937,5550,31579,808,0.178684581084253,0.164933770118217,0.146295173577247,0.811106547758742,0.826121635094716,0.832406357909165,-0.632421966674489,-0.661187864976499,-0.686111184331919,-0.0287658983020096,-0.0249233193554196,-0.0536892176574292,1
"61",61,61,1117,"Shelby County","AL",206655,195218,5.9,195085,6,24.4,13,51.2,84,12.1,0.4,2.2,0,1.3,6,78.5,86.6,6,8.3,91.2,40.3,13991,29,83498,79,12.1,193000,74144,2.64,33313,68770,7.9,4845,76137,2.1,15634,18393,5.7,0.6,0,0,2,30.5,1723017,4385596,2520488,13737,301893,896,784.93,248.5,439.3388889,317.47,12.41,82.40888889,14.77888889,1117,"Shelby County",90643,20625,69060,958,92204,19944,71243,1017,99208,22927,72846,3435,0.227541012543715,0.216302980347924,0.231100314490767,0.761890052182739,0.772667129408702,0.734275461656318,-0.534349039639023,-0.556364149060778,-0.503175147165551,-0.0220151094217549,0.053189001895227,0.0311738924734721,1
"62",62,62,1119,"Sumter County","AL",13166,13763,-4.3,13763,4.8,19.7,16.3,55,25.5,73.5,0.1,0.4,0,0.5,1.1,24.8,87.9,0.9,1.9,75.5,14.9,706,23.4,6748,64.7,16.3,74100,5060,2.57,14156,22186,38,202,2966,8.1,823,730,57.5,0,0,0,0,0,0,76499,59636,4494,8199,3,903.89,15.2,361.11,193.56,108.92,55.86888889,2.69,1119,"Sumter County",7020,5264,1731,25,7025,5420,1585,20,6391,4739,1581,71,0.74985754985755,0.77153024911032,0.741511500547645,0.246581196581197,0.225622775800712,0.247379126897199,0.503276353276353,0.545907473309609,0.494132373650446,0.0426311200332553,-0.0517750996591626,-0.00914397962590729,0
"63",63,63,1121,"Talladega County","AL",81322,82291,-1.2,82291,5.5,22.3,16.1,51.4,65.2,32.5,0.4,0.4,0,1.5,2.3,63.4,85,1.6,2.8,78.9,13,6691,23.9,37177,71.2,11.6,92600,31486,2.5,19410,35439,22.9,1230,23763,4.8,3988,4872,0,0,1.5,0,0,26.6,9054200,0,730728,9113,67078,65,736.78,111.7,534.75,407.0788889,44.28888889,55.14888889,21.5,1121,"Talladega County",34204,13779,20112,313,33317,13878,19217,222,33218,12108,20596,514,0.402847620161385,0.41654410661224,0.364501174062255,0.588001403344638,0.57679262838791,0.620025287494732,-0.185153783183253,-0.16024852177567,-0.255524113432476,0.0249052614075833,-0.0952755916568062,-0.070370330249223,0
"64",64,64,1123,"Tallapoosa County","AL",41165,41618,-1.1,41616,5.8,21.1,19.6,51.4,70.6,27.3,0.4,0.5,0,1.2,2.3,68.9,86,1.9,2.9,79.2,16.3,3631,23.9,22029,72.2,10.1,94900,16373,2.49,21434,39130,19.8,721,10771,4.1,2478,3528,13,0,0,0,0,35,0,0,362304,8881,28222,16,716.52,58.1,694.5588889,473.7088889,84.73,110.0488889,21.48,1123,"Tallapoosa County",19311,6063,13116,132,18668,6252,12303,113,18504,5271,12967,266,0.313966133291906,0.334904649667881,0.284857328145266,0.679198384340531,0.659042211270624,0.700767401642888,-0.365232251048625,-0.324137561602743,-0.415910073497622,0.0410946894458824,-0.0917725118948794,-0.050677822448997,0
"65",65,65,1125,"Tuscaloosa County","AL",202212,194653,3.9,194656,6,21.1,11.7,51.7,66,31,0.3,1.5,0.1,1.1,3.3,63.2,81.2,3.5,5.8,86.6,27,12198,21.8,87795,64.4,27.9,153300,67882,2.76,22637,45408,18.9,4009,72917,3,11107,14729,13.3,0.9,0,0,0,22.5,10852479,760623,2445850,13664,327429,1375,1321.76,147.3,535.8888889,368.87,74.12,63.78,19.16,1125,"Tuscaloosa County",78912,32796,45405,711,78495,32003,45703,789,81708,31746,47701,2261,0.415602189781022,0.407707497292821,0.388529886914378,0.575387773722628,0.582240907064144,0.583798404073041,-0.159785583941606,-0.174533409771323,-0.195268517158663,-0.0147478258297172,-0.0207351073873396,-0.0354829332170568,0
"66",66,66,1127,"Walker County","AL",65471,67023,-2.3,67023,5.8,22.1,18.2,51.4,91.3,6.4,0.5,0.4,0.1,1.3,2.3,89.4,85.3,1.2,1.4,76.4,10.5,5353,29.3,30669,75,5.7,82100,25751,2.55,20698,37566,20.9,1250,15669,4.1,3509,5365,0,0,0.6,0,0,23.8,314804,256377,903643,13162,73895,8,791.19,84.7,653.5088889,583.6488889,16.21888889,38.07888889,7.798888889,1127,"Walker County",28652,7420,20722,510,28497,6551,21633,313,29243,4486,24208,549,0.258969705430685,0.229883847422536,0.153404233491776,0.723230490018149,0.759132540267397,0.827822042882057,-0.464260784587463,-0.529248692844861,-0.674417809390282,-0.0649879082573974,-0.145169116545421,-0.210157024802818,1
"67",67,67,1129,"Washington County","AL",16834,17583,-4.3,17581,4.9,22.5,17,51.2,66,24.6,7.9,0.1,0.1,1.3,1.4,65.1,91.3,0.9,1.9,80.5,9.5,1025,31.8,8377,86.5,2,83900,6620,2.59,20395,42156,18.4,217,5756,-4.7,1031,1288,0,0,0,0,0,25.6,1153449,32856,76343,4458,0,2,1080.21,16.3,584.95,420.3988889,92.2,70.64,1.71,1129,"Washington County",8775,3067,5654,54,8761,2971,5749,41,8492,2366,6031,95,0.34951566951567,0.339116539207853,0.278615167216203,0.644330484330484,0.656203629722634,0.710197833254828,-0.294814814814815,-0.317087090514781,-0.431582666038625,-0.0222722756999665,-0.114495575523843,-0.13676785122381,0
"68",68,68,1131,"Wilcox County","AL",11098,11665,-4.9,11670,5.7,24.8,17.7,52.4,28.1,71,0.2,0.1,0,0.6,1,27.6,93.8,0.1,0.9,76.1,11.1,462,21.6,5615,74.5,5.7,67000,3866,2.9,13379,23642,39.2,189,1738,-1.1,613,928,66.2,0,0,0,0,37.6,0,21337,75708,6018,12949,0,888.5,13.1,610.45,294.9388889,257.67,48.67,1.03,1131,"Wilcox County",6494,4612,1868,14,6547,4867,1676,4,6095,4329,1737,29,0.710194025254081,0.743393920879792,0.71025430680886,0.287650138589467,0.25599511226516,0.284987694831829,0.422543886664614,0.487398808614633,0.42526661197703,0.0648549219500191,-0.0621321966376023,0.00272272531241685,0
"69",69,69,1133,"Winston County","AL",24150,24483,-1.4,24484,5,20.9,20,50.9,96.3,1,0.9,0.3,0.2,1.4,2.9,94,83.4,1.1,1.8,72.7,10.4,1721,27,13406,74.9,5.3,82500,9489,2.52,18995,32900,24,439,6321,-4.3,1641,2380,0,0,0,0,0,19.6,797845,165638,166709,6853,16564,7,612.98,39.9,611.58,551.34,0,45.61888889,9.108888889,1133,"Winston County",10031,1757,8103,171,9712,1286,8310,116,10255,871,9225,159,0.175157013258897,0.132413509060956,0.0849341784495368,0.807795832917954,0.855642504118616,0.899561189663579,-0.632638819659057,-0.723228995057661,-0.814627011214042,-0.0905901753986038,-0.0913980161563813,-0.181988191554985,1
"70",70,70,2000,"Alaska","",736732,710249,3.7,710231,7.4,25.3,9.4,47.4,66.9,3.9,14.8,6.1,1.3,7.1,6.8,61.9,80.3,7,16.2,91.6,27.5,71004,18.8,308583,63.8,24,241800,251899,2.75,32651,70760,9.9,20519,266627,3.3,52991,68728,1.5,10,3.1,0.3,0,25.9,8204030,4563605,9303387,13635,1851293,1518,570640.95,1.2,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"71",71,71,2013,"Aleutians East Borough","AK",3360,3141,7,3141,2.8,10.1,6.6,30.9,22.8,12,20.5,40.7,0.6,3.4,13.2,11.5,77.4,56.6,63.7,78.5,12,99,4.8,747,54.7,15.7,118500,435,2.46,26535,61250,16.7,59,0,0,241,188,0,71.8,0,0,0,0,0,0,9326,3309,0,0,6981.94,0.4,235.9088889,42.65888889,0,0,0,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
